usuario_id,nombre,apellido,edad,genero,region,tipo_usuario,fecha_registro,vendor,ingest_date
505196410,Pedro,Salazar,46,Femenino,Huánuco,Recurrente,2024-03-22,crisol,2025-11-09
681594897,Rosa,Torres,23,Femenino,Cusco,Nuevo,2023-11-25,crisol,2025-11-09
719550381,María,Vásquez,28,Femenino,Cajamarca,Recurrente,2023-10-23,crisol,2025-11-09
711443654,José,Vásquez,66,Otro,Lima,Nuevo,2023-11-19,crisol,2025-11-09
271011200,Sofía,García,67,Femenino,Arequipa,Recurrente,2023-01-02,crisol,2025-11-09
706157458,Rosa,Díaz,47,Femenino,Lima,Nuevo,2024-01-06,crisol,2025-11-09
668548027,Diego,Torres,58,Femenino,Trujillo,Nuevo,2023-10-01,crisol,2025-11-09
589720101,Carlos,Herrera,36,Femenino,Ayacucho,Nuevo,2023-01-30,crisol,2025-11-09
676481264,Valeria,Flores,33,Otro,Huánuco,Nuevo,2023-01-15,crisol,2025-11-09
592975437,José,García,32,Masculino,Chiclayo,Recurrente,2023-06-07,crisol,2025-11-09
535126623,Javier,Ruiz,36,Otro,Ayacucho,Nuevo,2024-05-09,crisol,2025-11-09
507042130,Ana,Torres,53,Masculino,Cajamarca,Nuevo,2024-06-04,crisol,2025-11-09
801325519,Javier,Rodríguez,22,Femenino,Trujillo,Recurrente,2024-02-29,crisol,2025-11-09
364938258,Javier,Flores,50,Femenino,Lima,Nuevo,2023-11-02,crisol,2025-11-09
899232921,Valeria,Castro,60,Femenino,Huánuco,Nuevo,2024-05-10,crisol,2025-11-09
370574014,Sofía,Díaz,66,Otro,Cajamarca,Nuevo,2023-11-26,crisol,2025-11-09
933727701,Ana,Ruiz,33,Otro,Cajamarca,Nuevo,2024-02-25,crisol,2025-11-09
46865930,Sofía,Ruiz,48,Otro,Trujillo,Nuevo,2023-06-05,crisol,2025-11-09
531855083,Juan,Rodríguez,50,Otro,Cusco,Recurrente,2024-03-26,crisol,2025-11-09
107064620,Pedro,Herrera,47,Masculino,Ayacucho,Nuevo,2023-06-08,crisol,2025-11-09
80346223,Lucía,Flores,34,Femenino,Piura,Recurrente,2023-03-24,crisol,2025-11-09
914576023,Sofía,Vásquez,61,Otro,Cajamarca,Recurrente,2024-05-14,crisol,2025-11-09
936714132,Pedro,Pérez,57,Masculino,Ica,Recurrente,2023-10-22,crisol,2025-11-09
244261532,Camila,García,45,Masculino,Trujillo,Recurrente,2023-04-13,crisol,2025-11-09
476396216,Carlos,Ruiz,37,Masculino,Lima,Nuevo,2023-02-27,crisol,2025-11-09
315001254,Sofía,Gonzales,45,Masculino,Ica,Nuevo,2024-08-02,crisol,2025-11-09
732077572,Diego,Rodríguez,28,Masculino,Huancayo,Recurrente,2024-01-27,crisol,2025-11-09
665408938,Andrés,López,49,Otro,Huánuco,Nuevo,2023-09-18,crisol,2025-11-09
493460064,Luis,Salazar,18,Femenino,Pucallpa,Recurrente,2023-06-11,crisol,2025-11-09
79308612,Lucía,Gonzales,55,Femenino,Tacna,Recurrente,2023-09-14,crisol,2025-11-09
490523712,Rosa,Martínez,30,Femenino,Chiclayo,Nuevo,2024-01-26,crisol,2025-11-09
614097318,Sofía,Castro,36,Otro,Pucallpa,Nuevo,2024-02-10,crisol,2025-11-09
294721069,Juan,Castro,61,Otro,Lima,Recurrente,2024-05-23,crisol,2025-11-09
894253959,Javier,Herrera,36,Masculino,Piura,Recurrente,2023-08-13,crisol,2025-11-09
683563240,Ana,Castro,34,Otro,Trujillo,Recurrente,2023-05-21,crisol,2025-11-09
674576271,María,Herrera,58,Otro,Lima,Nuevo,2024-03-27,crisol,2025-11-09
35824891,Valeria,Gonzales,64,Masculino,Huancayo,Recurrente,2023-12-01,crisol,2025-11-09
802601465,José,Rodríguez,30,Masculino,Trujillo,Nuevo,2024-01-10,crisol,2025-11-09
569998399,Pedro,Herrera,35,Masculino,Pucallpa,Recurrente,2024-05-08,crisol,2025-11-09
865960427,Luis,Ruiz,39,Masculino,Chiclayo,Recurrente,2023-05-25,crisol,2025-11-09
809763993,Ana,Vásquez,61,Otro,Tacna,Recurrente,2024-07-24,crisol,2025-11-09
392747974,María,Flores,43,Masculino,Pucallpa,Nuevo,2024-04-10,crisol,2025-11-09
395765839,Andrés,Ruiz,61,Femenino,Piura,Nuevo,2024-01-16,crisol,2025-11-09
116335741,Andrés,López,48,Masculino,Piura,Recurrente,2024-07-28,crisol,2025-11-09
352194058,Javier,Castro,32,Otro,Huancayo,Recurrente,2024-04-20,crisol,2025-11-09
976447539,Camila,Martínez,59,Femenino,Huancayo,Nuevo,2023-02-08,crisol,2025-11-09
326808977,Lucía,García,24,Masculino,Arequipa,Nuevo,2024-04-09,crisol,2025-11-09
398370582,Andrés,Ruiz,62,Otro,Cajamarca,Nuevo,2023-06-08,crisol,2025-11-09
950705815,José,Salazar,24,Femenino,Piura,Nuevo,2023-10-14,crisol,2025-11-09
35128844,Camila,Gonzales,31,Femenino,Chiclayo,Recurrente,2024-01-07,crisol,2025-11-09
106681214,Andrés,Gonzales,52,Otro,Cusco,Nuevo,2023-10-10,crisol,2025-11-09
203805386,María,Vásquez,70,Femenino,Huancayo,Recurrente,2023-01-22,crisol,2025-11-09
54308262,Diego,Gonzales,33,Masculino,Trujillo,Nuevo,2023-03-12,crisol,2025-11-09
891010113,Diego,Díaz,31,Otro,Ica,Recurrente,2023-08-27,crisol,2025-11-09
352788129,Diego,Rodríguez,68,Otro,Lima,Nuevo,2023-05-29,crisol,2025-11-09
139577989,Pedro,Martínez,69,Masculino,Huancayo,Recurrente,2023-01-27,crisol,2025-11-09
141522640,Juan,Gonzales,68,Masculino,Piura,Nuevo,2023-06-28,crisol,2025-11-09
284936197,Juan,Rodríguez,65,Femenino,Arequipa,Nuevo,2023-03-07,crisol,2025-11-09
511365210,Lucía,Flores,41,Otro,Piura,Nuevo,2024-05-30,crisol,2025-11-09
237887233,Valeria,Pérez,64,Otro,Arequipa,Nuevo,2023-02-01,crisol,2025-11-09
65310776,Lucía,Vásquez,43,Femenino,Tacna,Nuevo,2024-03-30,crisol,2025-11-09
78910051,Javier,García,38,Otro,Huánuco,Nuevo,2023-10-09,crisol,2025-11-09
670355806,Andrés,Castro,53,Otro,Cusco,Nuevo,2024-06-27,crisol,2025-11-09
316644047,Lucía,Díaz,56,Femenino,Huancayo,Recurrente,2023-04-28,crisol,2025-11-09
915679227,Andrés,Salazar,67,Otro,Ayacucho,Recurrente,2024-03-16,crisol,2025-11-09
484853393,Javier,López,44,Femenino,Chiclayo,Nuevo,2023-04-08,crisol,2025-11-09
335596237,José,Gonzales,60,Femenino,Cusco,Recurrente,2024-04-30,crisol,2025-11-09
72083844,María,Vásquez,23,Masculino,Cajamarca,Nuevo,2024-01-17,crisol,2025-11-09
871630639,Carlos,Díaz,21,Otro,Arequipa,Nuevo,2023-05-06,crisol,2025-11-09
441102414,Sofía,Vásquez,60,Femenino,Ayacucho,Nuevo,2023-10-22,crisol,2025-11-09
644685429,Luis,Gonzales,24,Otro,Arequipa,Nuevo,2024-05-08,crisol,2025-11-09
240781088,Rosa,García,40,Otro,Cusco,Nuevo,2023-10-13,crisol,2025-11-09
616435189,Ana,Flores,45,Otro,Trujillo,Recurrente,2024-07-24,crisol,2025-11-09
28189836,Valeria,Herrera,60,Otro,Pucallpa,Nuevo,2023-10-07,crisol,2025-11-09
754517058,Diego,Martínez,39,Femenino,Lima,Nuevo,2023-05-27,crisol,2025-11-09
608082645,Andrés,Ramos,22,Masculino,Ayacucho,Recurrente,2023-02-01,crisol,2025-11-09
98524063,Camila,Díaz,31,Femenino,Cajamarca,Nuevo,2023-06-11,crisol,2025-11-09
397341481,Luis,Ruiz,38,Otro,Piura,Nuevo,2023-02-23,crisol,2025-11-09
167052653,Carlos,Flores,57,Masculino,Tacna,Nuevo,2024-03-29,crisol,2025-11-09
710751262,José,Torres,56,Femenino,Cajamarca,Nuevo,2024-06-08,crisol,2025-11-09
122210617,Sofía,Ramos,25,Femenino,Tacna,Recurrente,2024-05-13,crisol,2025-11-09
565791188,Andrés,Martínez,20,Masculino,Cajamarca,Recurrente,2023-02-26,crisol,2025-11-09
8253947,Ana,Martínez,31,Masculino,Trujillo,Nuevo,2023-12-02,crisol,2025-11-09
128832213,Juan,Torres,65,Femenino,Huánuco,Nuevo,2024-06-29,crisol,2025-11-09
755561271,Ana,Díaz,53,Otro,Trujillo,Nuevo,2024-02-11,crisol,2025-11-09
925312439,Camila,Pérez,45,Masculino,Chiclayo,Recurrente,2023-11-17,crisol,2025-11-09
618216692,José,Castro,43,Otro,Tacna,Nuevo,2023-04-28,crisol,2025-11-09
434900128,Juan,Gonzales,28,Otro,Chiclayo,Recurrente,2024-01-06,crisol,2025-11-09
94628740,José,Vásquez,24,Masculino,Cajamarca,Nuevo,2024-06-20,crisol,2025-11-09
84446671,José,Vásquez,37,Otro,Cusco,Nuevo,2023-06-22,crisol,2025-11-09
82011731,Pedro,Salazar,25,Otro,Arequipa,Nuevo,2023-12-24,crisol,2025-11-09
376990466,Camila,Vásquez,59,Masculino,Ica,Nuevo,2023-09-20,crisol,2025-11-09
211818984,Carlos,Castro,27,Otro,Huancayo,Nuevo,2024-05-20,crisol,2025-11-09
498165815,Diego,Castro,66,Otro,Chiclayo,Recurrente,2024-08-01,crisol,2025-11-09
690407222,Andrés,Castro,38,Otro,Cusco,Nuevo,2023-03-11,crisol,2025-11-09
503500181,Lucía,Salazar,37,Femenino,Piura,Nuevo,2024-06-03,crisol,2025-11-09
79661615,Luis,Torres,46,Masculino,Lima,Nuevo,2023-10-21,crisol,2025-11-09
82389284,Andrés,Vásquez,23,Otro,Piura,Nuevo,2024-04-18,crisol,2025-11-09
623123952,Pedro,Flores,65,Masculino,Chiclayo,Recurrente,2024-08-08,crisol,2025-11-09
699905142,Ana,Gonzales,56,Femenino,Arequipa,Nuevo,2023-03-05,crisol,2025-11-09
483745511,María,Flores,39,Otro,Huancayo,Nuevo,2023-06-26,crisol,2025-11-09
42028540,Ana,Ruiz,46,Femenino,Arequipa,Nuevo,2023-06-12,crisol,2025-11-09
390732457,Sofía,Herrera,36,Femenino,Cajamarca,Recurrente,2023-02-23,crisol,2025-11-09
847425963,Andrés,Salazar,39,Masculino,Cusco,Nuevo,2024-01-31,crisol,2025-11-09
305100495,Luis,Ruiz,60,Otro,Huánuco,Nuevo,2024-08-19,crisol,2025-11-09
712548074,Carlos,Herrera,40,Femenino,Tacna,Recurrente,2024-02-06,crisol,2025-11-09
138460786,Valeria,Ruiz,23,Femenino,Arequipa,Nuevo,2023-12-03,crisol,2025-11-09
873150512,Carlos,Salazar,62,Otro,Tacna,Recurrente,2023-04-06,crisol,2025-11-09
693663866,Andrés,Ramos,50,Femenino,Lima,Nuevo,2023-07-04,crisol,2025-11-09
229987621,Sofía,Flores,49,Masculino,Ica,Recurrente,2023-06-08,crisol,2025-11-09
82855381,Luis,Vásquez,68,Masculino,Arequipa,Recurrente,2024-06-23,crisol,2025-11-09
40531056,Andrés,Gonzales,67,Otro,Huánuco,Nuevo,2023-06-07,crisol,2025-11-09
174211616,Carlos,Vásquez,62,Otro,Trujillo,Recurrente,2024-03-24,crisol,2025-11-09
46914391,José,Gonzales,61,Otro,Ica,Recurrente,2023-10-19,crisol,2025-11-09
807873857,Camila,Flores,46,Masculino,Arequipa,Nuevo,2024-04-25,crisol,2025-11-09
970635050,Rosa,López,41,Otro,Piura,Recurrente,2024-04-17,crisol,2025-11-09
826178355,Luis,Flores,42,Otro,Arequipa,Nuevo,2023-06-15,crisol,2025-11-09
877130288,Ana,Flores,56,Masculino,Pucallpa,Nuevo,2024-05-07,crisol,2025-11-09
938575923,Sofía,Díaz,24,Otro,Arequipa,Recurrente,2023-10-19,crisol,2025-11-09
90060226,Diego,Rodríguez,35,Femenino,Arequipa,Nuevo,2024-03-23,crisol,2025-11-09
98476695,Javier,López,70,Femenino,Cusco,Recurrente,2024-02-29,crisol,2025-11-09
57184151,José,Díaz,41,Masculino,Cajamarca,Recurrente,2024-01-19,crisol,2025-11-09
241096660,Juan,Gonzales,24,Otro,Tacna,Nuevo,2023-05-30,crisol,2025-11-09
147746438,Juan,Martínez,48,Otro,Huánuco,Recurrente,2024-04-25,crisol,2025-11-09
481682167,Valeria,Pérez,23,Masculino,Pucallpa,Nuevo,2023-06-03,crisol,2025-11-09
589274064,Camila,Castro,51,Femenino,Huancayo,Recurrente,2023-09-01,crisol,2025-11-09
323358638,María,Pérez,33,Femenino,Tacna,Recurrente,2024-04-13,crisol,2025-11-09
67438668,María,Vásquez,49,Otro,Arequipa,Nuevo,2024-06-11,crisol,2025-11-09
617452511,Ana,Ruiz,27,Femenino,Cajamarca,Nuevo,2023-12-28,crisol,2025-11-09
258303887,Valeria,Ramos,29,Otro,Tacna,Nuevo,2024-01-05,crisol,2025-11-09
72670118,Pedro,Díaz,50,Otro,Arequipa,Nuevo,2024-04-26,crisol,2025-11-09
46744734,Andrés,Ramos,41,Femenino,Ayacucho,Nuevo,2023-03-11,crisol,2025-11-09
370228863,Ana,Ruiz,60,Otro,Huancayo,Recurrente,2023-12-07,crisol,2025-11-09
143247463,Juan,Gonzales,52,Femenino,Tacna,Nuevo,2024-04-20,crisol,2025-11-09
746668526,Lucía,Salazar,29,Masculino,Huancayo,Recurrente,2024-04-13,crisol,2025-11-09
39711044,Luis,López,20,Masculino,Lima,Nuevo,2023-11-14,crisol,2025-11-09
553388913,José,Vásquez,52,Femenino,Pucallpa,Nuevo,2023-07-15,crisol,2025-11-09
307209235,Sofía,Vásquez,67,Masculino,Tacna,Nuevo,2023-05-08,crisol,2025-11-09
858287383,Sofía,Ramos,43,Otro,Chiclayo,Recurrente,2024-01-31,crisol,2025-11-09
364037804,Carlos,Torres,62,Femenino,Cusco,Recurrente,2024-06-15,crisol,2025-11-09
286389162,Diego,García,64,Femenino,Huancayo,Nuevo,2023-07-04,crisol,2025-11-09
585698675,Luis,Gonzales,24,Masculino,Cusco,Recurrente,2023-11-10,crisol,2025-11-09
478798403,Valeria,Ruiz,45,Masculino,Ayacucho,Nuevo,2024-04-02,crisol,2025-11-09
45478504,Camila,Vásquez,40,Otro,Cajamarca,Nuevo,2023-02-28,crisol,2025-11-09
